"","...1","name","Season","visit_year","total","Acres","Year","County or Counties","region"
"616",639,"Lake Vermilion-Soudan Underground Mine State Park","Fall",2019,19503,2875,2010,"St. Louis","Arrowhead"
"617",640,"Lake Vermilion-Soudan Underground Mine State Park","Fall",2020,21186,2875,2010,"St. Louis","Arrowhead"
"618",641,"Lake Vermilion-Soudan Underground Mine State Park","Fall",2021,14789,2875,2010,"St. Louis","Arrowhead"
"619",642,"Lake Vermilion-Soudan Underground Mine State Park","Spring",2018,11050,2875,2010,"St. Louis","Arrowhead"
"620",643,"Lake Vermilion-Soudan Underground Mine State Park","Spring",2019,15136,2875,2010,"St. Louis","Arrowhead"
"621",644,"Lake Vermilion-Soudan Underground Mine State Park","Spring",2020,5280,2875,2010,"St. Louis","Arrowhead"
"622",645,"Lake Vermilion-Soudan Underground Mine State Park","Spring",2021,12071,2875,2010,"St. Louis","Arrowhead"
"623",646,"Lake Vermilion-Soudan Underground Mine State Park","Summer",2018,105092,2875,2010,"St. Louis","Arrowhead"
"624",647,"Lake Vermilion-Soudan Underground Mine State Park","Summer",2019,77834,2875,2010,"St. Louis","Arrowhead"
"625",648,"Lake Vermilion-Soudan Underground Mine State Park","Summer",2020,68237,2875,2010,"St. Louis","Arrowhead"
"626",649,"Lake Vermilion-Soudan Underground Mine State Park","Summer",2021,57287,2875,2010,"St. Louis","Arrowhead"
"627",650,"Lake Vermilion-Soudan Underground Mine State Park","Winter",2018,4193,2875,2010,"St. Louis","Arrowhead"
"628",651,"Lake Vermilion-Soudan Underground Mine State Park","Winter",2019,9794,2875,2010,"St. Louis","Arrowhead"
"629",652,"Lake Vermilion-Soudan Underground Mine State Park","Winter",2020,1492,2875,2010,"St. Louis","Arrowhead"
"630",653,"Lake Vermilion-Soudan Underground Mine State Park","Winter",2021,5602,2875,2010,"St. Louis","Arrowhead"
"631",654,"Lake Vermilion-Soudan Underground Mine State Park","Winter",2022,471,2875,2010,"St. Louis","Arrowhead"
"632",655,"Maplewood State Park","Fall",2018,34602,8127,1963,"Otter Tail","Heartland"
"633",656,"Maplewood State Park","Fall",2019,42446,8127,1963,"Otter Tail","Heartland"
"634",657,"Maplewood State Park","Fall",2020,56525,8127,1963,"Otter Tail","Heartland"
"635",658,"Maplewood State Park","Fall",2021,43189,8127,1963,"Otter Tail","Heartland"
"636",659,"Maplewood State Park","Spring",2018,19532,8127,1963,"Otter Tail","Heartland"
"637",660,"Maplewood State Park","Spring",2019,12544,8127,1963,"Otter Tail","Heartland"
"638",661,"Maplewood State Park","Spring",2020,16518,8127,1963,"Otter Tail","Heartland"
"639",662,"Maplewood State Park","Spring",2021,19809,8127,1963,"Otter Tail","Heartland"
"640",663,"Maplewood State Park","Summer",2018,52541,8127,1963,"Otter Tail","Heartland"
"641",664,"Maplewood State Park","Summer",2019,53638,8127,1963,"Otter Tail","Heartland"
"642",665,"Maplewood State Park","Summer",2020,50240,8127,1963,"Otter Tail","Heartland"
"643",666,"Maplewood State Park","Summer",2021,43601,8127,1963,"Otter Tail","Heartland"
"644",667,"Maplewood State Park","Winter",2018,4851,8127,1963,"Otter Tail","Heartland"
"645",668,"Maplewood State Park","Winter",2019,6230,8127,1963,"Otter Tail","Heartland"
"646",669,"Maplewood State Park","Winter",2020,3508,8127,1963,"Otter Tail","Heartland"
"647",670,"Maplewood State Park","Winter",2021,5900,8127,1963,"Otter Tail","Heartland"
"648",671,"Maplewood State Park","Winter",2022,1212,8127,1963,"Otter Tail","Heartland"
"649",672,"McCarthy Beach State Park","Fall",2018,8131,1908,1945,"St. Louis","Arrowhead"
"650",673,"McCarthy Beach State Park","Fall",2019,4374,1908,1945,"St. Louis","Arrowhead"
"651",674,"McCarthy Beach State Park","Fall",2020,5686,1908,1945,"St. Louis","Arrowhead"
"652",675,"McCarthy Beach State Park","Fall",2021,3479,1908,1945,"St. Louis","Arrowhead"
"653",676,"McCarthy Beach State Park","Spring",2018,19669,1908,1945,"St. Louis","Arrowhead"
"654",677,"McCarthy Beach State Park","Spring",2019,3432,1908,1945,"St. Louis","Arrowhead"
"655",678,"McCarthy Beach State Park","Spring",2020,2323,1908,1945,"St. Louis","Arrowhead"
"656",679,"McCarthy Beach State Park","Spring",2021,7788,1908,1945,"St. Louis","Arrowhead"
"657",680,"McCarthy Beach State Park","Summer",2018,63148,1908,1945,"St. Louis","Arrowhead"
"658",681,"McCarthy Beach State Park","Summer",2019,51562,1908,1945,"St. Louis","Arrowhead"
"659",682,"McCarthy Beach State Park","Summer",2020,52894,1908,1945,"St. Louis","Arrowhead"
"660",683,"McCarthy Beach State Park","Summer",2021,47935,1908,1945,"St. Louis","Arrowhead"
"661",684,"McCarthy Beach State Park","Winter",2018,7885,1908,1945,"St. Louis","Arrowhead"
"662",685,"McCarthy Beach State Park","Winter",2019,2058,1908,1945,"St. Louis","Arrowhead"
"663",686,"McCarthy Beach State Park","Winter",2020,1663,1908,1945,"St. Louis","Arrowhead"
"664",687,"McCarthy Beach State Park","Winter",2021,738,1908,1945,"St. Louis","Arrowhead"
"665",688,"McCarthy Beach State Park","Winter",2022,210,1908,1945,"St. Louis","Arrowhead"
"666",689,"Mille Lacs Kathio State Park","Fall",2018,20851,9786,1957,"Mille Lacs","Heartland"
"667",690,"Mille Lacs Kathio State Park","Fall",2019,21652,9786,1957,"Mille Lacs","Heartland"
"668",691,"Mille Lacs Kathio State Park","Fall",2020,23821,9786,1957,"Mille Lacs","Heartland"
"669",692,"Mille Lacs Kathio State Park","Fall",2021,18812,9786,1957,"Mille Lacs","Heartland"
"670",693,"Mille Lacs Kathio State Park","Spring",2018,12794,9786,1957,"Mille Lacs","Heartland"
"671",694,"Mille Lacs Kathio State Park","Spring",2019,17531,9786,1957,"Mille Lacs","Heartland"
"672",695,"Mille Lacs Kathio State Park","Spring",2020,15611,9786,1957,"Mille Lacs","Heartland"
"673",696,"Mille Lacs Kathio State Park","Spring",2021,19065,9786,1957,"Mille Lacs","Heartland"
"674",697,"Mille Lacs Kathio State Park","Summer",2018,48034,9786,1957,"Mille Lacs","Heartland"
"675",698,"Mille Lacs Kathio State Park","Summer",2019,32205,9786,1957,"Mille Lacs","Heartland"
"676",699,"Mille Lacs Kathio State Park","Summer",2020,33700,9786,1957,"Mille Lacs","Heartland"
"677",700,"Mille Lacs Kathio State Park","Summer",2021,29457,9786,1957,"Mille Lacs","Heartland"
"678",701,"Mille Lacs Kathio State Park","Winter",2018,10269,9786,1957,"Mille Lacs","Heartland"
"679",702,"Mille Lacs Kathio State Park","Winter",2019,13411,9786,1957,"Mille Lacs","Heartland"
"680",703,"Mille Lacs Kathio State Park","Winter",2020,15441,9786,1957,"Mille Lacs","Heartland"
"681",704,"Mille Lacs Kathio State Park","Winter",2021,28306,9786,1957,"Mille Lacs","Heartland"
"682",705,"Mille Lacs Kathio State Park","Winter",2022,2881,9786,1957,"Mille Lacs","Heartland"
"683",706,"Minneopa State Park","Fall",2018,21365,1617,1905,"Blue Earth","Southern"
"684",707,"Minneopa State Park","Fall",2019,24159,1617,1905,"Blue Earth","Southern"
"685",708,"Minneopa State Park","Fall",2020,39310,1617,1905,"Blue Earth","Southern"
"686",709,"Minneopa State Park","Fall",2021,28935,1617,1905,"Blue Earth","Southern"
"687",710,"Minneopa State Park","Spring",2018,16084,1617,1905,"Blue Earth","Southern"
"688",711,"Minneopa State Park","Spring",2019,22301,1617,1905,"Blue Earth","Southern"
"689",712,"Minneopa State Park","Spring",2020,38686,1617,1905,"Blue Earth","Southern"
"690",713,"Minneopa State Park","Spring",2021,35455,1617,1905,"Blue Earth","Southern"
"691",714,"Minneopa State Park","Summer",2018,60046,1617,1905,"Blue Earth","Southern"
"692",715,"Minneopa State Park","Summer",2019,60162,1617,1905,"Blue Earth","Southern"
"693",716,"Minneopa State Park","Summer",2020,97118,1617,1905,"Blue Earth","Southern"
"694",717,"Minneopa State Park","Summer",2021,58353,1617,1905,"Blue Earth","Southern"
"695",718,"Minneopa State Park","Winter",2018,2691,1617,1905,"Blue Earth","Southern"
"696",719,"Minneopa State Park","Winter",2019,5264,1617,1905,"Blue Earth","Southern"
"697",720,"Minneopa State Park","Winter",2020,5071,1617,1905,"Blue Earth","Southern"
"698",721,"Minneopa State Park","Winter",2021,12546,1617,1905,"Blue Earth","Southern"
"699",722,"Minneopa State Park","Winter",2022,1263,1617,1905,"Blue Earth","Southern"
"700",724,"Monson Lake State Park","Fall",2018,2659,343,1937,"Swift","Southern"
"701",725,"Monson Lake State Park","Fall",2019,1105,343,1937,"Swift","Southern"
"702",726,"Monson Lake State Park","Fall",2020,982,343,1937,"Swift","Southern"
"703",727,"Monson Lake State Park","Fall",2021,842,343,1937,"Swift","Southern"
"704",728,"Monson Lake State Park","Spring",2018,2950,343,1937,"Swift","Southern"
"705",729,"Monson Lake State Park","Spring",2019,1033,343,1937,"Swift","Southern"
"706",730,"Monson Lake State Park","Spring",2020,1227,343,1937,"Swift","Southern"
"707",731,"Monson Lake State Park","Spring",2021,1140,343,1937,"Swift","Southern"
"708",732,"Monson Lake State Park","Summer",2018,3888,343,1937,"Swift","Southern"
"709",733,"Monson Lake State Park","Summer",2019,3411,343,1937,"Swift","Southern"
"710",734,"Monson Lake State Park","Summer",2020,3136,343,1937,"Swift","Southern"
"711",735,"Monson Lake State Park","Summer",2021,1954,343,1937,"Swift","Southern"
"712",736,"Monson Lake State Park","Winter",2018,1795,343,1937,"Swift","Southern"
"713",737,"Monson Lake State Park","Winter",2019,764,343,1937,"Swift","Southern"
"714",738,"Monson Lake State Park","Winter",2020,636,343,1937,"Swift","Southern"
"715",739,"Monson Lake State Park","Winter",2021,1055,343,1937,"Swift","Southern"
"716",740,"Monson Lake State Park","Winter",2022,222,343,1937,"Swift","Southern"
"717",741,"Moose Lake State Park","Fall",2018,7832,829,1971,"Carlton","Arrowhead"
"718",742,"Moose Lake State Park","Fall",2019,3531,829,1971,"Carlton","Arrowhead"
"719",743,"Moose Lake State Park","Fall",2020,4895,829,1971,"Carlton","Arrowhead"
"720",744,"Moose Lake State Park","Fall",2021,4264,829,1971,"Carlton","Arrowhead"
"721",745,"Moose Lake State Park","Spring",2018,5314,829,1971,"Carlton","Arrowhead"
"722",746,"Moose Lake State Park","Spring",2019,3890,829,1971,"Carlton","Arrowhead"
"723",747,"Moose Lake State Park","Spring",2020,2951,829,1971,"Carlton","Arrowhead"
"724",748,"Moose Lake State Park","Spring",2021,4004,829,1971,"Carlton","Arrowhead"
"725",749,"Moose Lake State Park","Summer",2018,21385,829,1971,"Carlton","Arrowhead"
"726",750,"Moose Lake State Park","Summer",2019,16487,829,1971,"Carlton","Arrowhead"
"727",751,"Moose Lake State Park","Summer",2020,18647,829,1971,"Carlton","Arrowhead"
"728",752,"Moose Lake State Park","Summer",2021,13678,829,1971,"Carlton","Arrowhead"
"729",753,"Moose Lake State Park","Winter",2018,3057,829,1971,"Carlton","Arrowhead"
"730",754,"Moose Lake State Park","Winter",2019,2404,829,1971,"Carlton","Arrowhead"
"731",755,"Moose Lake State Park","Winter",2020,1558,829,1971,"Carlton","Arrowhead"
"732",756,"Moose Lake State Park","Winter",2021,2764,829,1971,"Carlton","Arrowhead"
"733",757,"Moose Lake State Park","Winter",2022,265,829,1971,"Carlton","Arrowhead"
"734",758,"Myre-Big Island State Park","Fall",2018,12252,1578,1947,"Freeborn","Southern"
"735",759,"Myre-Big Island State Park","Fall",2019,7143,1578,1947,"Freeborn","Southern"
"736",760,"Myre-Big Island State Park","Fall",2020,9840,1578,1947,"Freeborn","Southern"
"737",761,"Myre-Big Island State Park","Fall",2021,8504,1578,1947,"Freeborn","Southern"
"738",762,"Myre-Big Island State Park","Spring",2018,13733,1578,1947,"Freeborn","Southern"
"739",763,"Myre-Big Island State Park","Spring",2019,7734,1578,1947,"Freeborn","Southern"
"740",764,"Myre-Big Island State Park","Spring",2020,8949,1578,1947,"Freeborn","Southern"
"741",765,"Myre-Big Island State Park","Spring",2021,10194,1578,1947,"Freeborn","Southern"
"742",766,"Myre-Big Island State Park","Summer",2018,23394,1578,1947,"Freeborn","Southern"
"743",767,"Myre-Big Island State Park","Summer",2019,20216,1578,1947,"Freeborn","Southern"
"744",768,"Myre-Big Island State Park","Summer",2020,17291,1578,1947,"Freeborn","Southern"
"745",769,"Myre-Big Island State Park","Summer",2021,19265,1578,1947,"Freeborn","Southern"
"746",770,"Myre-Big Island State Park","Winter",2018,3524,1578,1947,"Freeborn","Southern"
"747",771,"Myre-Big Island State Park","Winter",2019,2631,1578,1947,"Freeborn","Southern"
"748",772,"Myre-Big Island State Park","Winter",2020,2497,1578,1947,"Freeborn","Southern"
"749",773,"Myre-Big Island State Park","Winter",2021,3459,1578,1947,"Freeborn","Southern"
"750",774,"Myre-Big Island State Park","Winter",2022,596,1578,1947,"Freeborn","Southern"
"751",775,"Nerstrand Big Woods State Park","Fall",2018,12991,1646,1945,"Rice","Southern"
"752",776,"Nerstrand Big Woods State Park","Fall",2019,11649,1646,1945,"Rice","Southern"
"753",777,"Nerstrand Big Woods State Park","Fall",2020,27983,1646,1945,"Rice","Southern"
"754",778,"Nerstrand Big Woods State Park","Fall",2021,11839,1646,1945,"Rice","Southern"
"755",779,"Nerstrand Big Woods State Park","Spring",2018,11600,1646,1945,"Rice","Southern"
"756",780,"Nerstrand Big Woods State Park","Spring",2019,8461,1646,1945,"Rice","Southern"
"757",781,"Nerstrand Big Woods State Park","Spring",2020,29832,1646,1945,"Rice","Southern"
"758",782,"Nerstrand Big Woods State Park","Spring",2021,17499,1646,1945,"Rice","Southern"
"759",783,"Nerstrand Big Woods State Park","Summer",2018,24908,1646,1945,"Rice","Southern"
"760",784,"Nerstrand Big Woods State Park","Summer",2019,24023,1646,1945,"Rice","Southern"
"761",785,"Nerstrand Big Woods State Park","Summer",2020,64869,1646,1945,"Rice","Southern"
"762",786,"Nerstrand Big Woods State Park","Summer",2021,21112,1646,1945,"Rice","Southern"
"763",787,"Nerstrand Big Woods State Park","Winter",2018,2019,1646,1945,"Rice","Southern"
"764",788,"Nerstrand Big Woods State Park","Winter",2019,3123,1646,1945,"Rice","Southern"
"765",789,"Nerstrand Big Woods State Park","Winter",2020,2665,1646,1945,"Rice","Southern"
"766",790,"Nerstrand Big Woods State Park","Winter",2021,5456,1646,1945,"Rice","Southern"
"767",791,"Nerstrand Big Woods State Park","Winter",2022,397,1646,1945,"Rice","Southern"
"768",792,"Old Mill State Park","Fall",2018,3102,287,1951,"Marshall","Heartland"
"769",793,"Old Mill State Park","Fall",2019,1061,287,1951,"Marshall","Heartland"
"770",794,"Old Mill State Park","Fall",2020,2464,287,1951,"Marshall","Heartland"
"771",795,"Old Mill State Park","Fall",2021,991,287,1951,"Marshall","Heartland"
"772",796,"Old Mill State Park","Spring",2018,1513,287,1951,"Marshall","Heartland"
"773",797,"Old Mill State Park","Spring",2019,925,287,1951,"Marshall","Heartland"
"774",798,"Old Mill State Park","Spring",2020,1331,287,1951,"Marshall","Heartland"
"775",799,"Old Mill State Park","Spring",2021,738,287,1951,"Marshall","Heartland"
"776",800,"Old Mill State Park","Summer",2018,6076,287,1951,"Marshall","Heartland"
"777",801,"Old Mill State Park","Summer",2019,5130,287,1951,"Marshall","Heartland"
"778",802,"Old Mill State Park","Summer",2020,3859,287,1951,"Marshall","Heartland"
"779",803,"Old Mill State Park","Summer",2021,4741,287,1951,"Marshall","Heartland"
"780",804,"Old Mill State Park","Winter",2018,3953,287,1951,"Marshall","Heartland"
"781",805,"Old Mill State Park","Winter",2019,1272,287,1951,"Marshall","Heartland"
"782",806,"Old Mill State Park","Winter",2020,843,287,1951,"Marshall","Heartland"
"783",807,"Old Mill State Park","Winter",2021,1062,287,1951,"Marshall","Heartland"
"784",808,"Old Mill State Park","Winter",2022,122,287,1951,"Marshall","Heartland"
"785",810,"Rice Lake State Park","Fall",2018,4584,712,1963,"Steele and Dodge","Southern"
"786",811,"Rice Lake State Park","Fall",2019,3048,712,1963,"Steele and Dodge","Southern"
"787",812,"Rice Lake State Park","Fall",2020,6118,712,1963,"Steele and Dodge","Southern"
"788",813,"Rice Lake State Park","Fall",2021,5837,712,1963,"Steele and Dodge","Southern"
"789",814,"Rice Lake State Park","Spring",2018,4127,712,1963,"Steele and Dodge","Southern"
"790",815,"Rice Lake State Park","Spring",2019,3509,712,1963,"Steele and Dodge","Southern"
"791",816,"Rice Lake State Park","Spring",2020,7007,712,1963,"Steele and Dodge","Southern"
"792",817,"Rice Lake State Park","Spring",2021,4897,712,1963,"Steele and Dodge","Southern"
"793",818,"Rice Lake State Park","Summer",2018,10789,712,1963,"Steele and Dodge","Southern"
"794",819,"Rice Lake State Park","Summer",2019,8253,712,1963,"Steele and Dodge","Southern"
"795",820,"Rice Lake State Park","Summer",2020,8050,712,1963,"Steele and Dodge","Southern"
"796",821,"Rice Lake State Park","Summer",2021,5801,712,1963,"Steele and Dodge","Southern"
"797",822,"Rice Lake State Park","Winter",2018,1975,712,1963,"Steele and Dodge","Southern"
"798",823,"Rice Lake State Park","Winter",2019,1551,712,1963,"Steele and Dodge","Southern"
"799",824,"Rice Lake State Park","Winter",2020,1224,712,1963,"Steele and Dodge","Southern"
"800",825,"Rice Lake State Park","Winter",2021,2730,712,1963,"Steele and Dodge","Southern"
"801",826,"Rice Lake State Park","Winter",2022,218,712,1963,"Steele and Dodge","Southern"
"802",828,"Saint Croix State Park",NA,NA,NA,31775,1943,"Pine","Arrowhead"
"803",829,"Sakatah Lake State Park","Fall",2018,4050,810,1963,"Le Sueur and Rice","Southern"
"804",830,"Sakatah Lake State Park","Fall",2019,4070,810,1963,"Le Sueur and Rice","Southern"
"805",831,"Sakatah Lake State Park","Fall",2020,6630,810,1963,"Le Sueur and Rice","Southern"
"806",832,"Sakatah Lake State Park","Fall",2021,5537,810,1963,"Le Sueur and Rice","Southern"
"807",833,"Sakatah Lake State Park","Spring",2018,6844,810,1963,"Le Sueur and Rice","Southern"
"808",834,"Sakatah Lake State Park","Spring",2019,5397,810,1963,"Le Sueur and Rice","Southern"
"809",835,"Sakatah Lake State Park","Spring",2020,7445,810,1963,"Le Sueur and Rice","Southern"
"810",836,"Sakatah Lake State Park","Spring",2021,7184,810,1963,"Le Sueur and Rice","Southern"
"811",837,"Sakatah Lake State Park","Summer",2018,16351,810,1963,"Le Sueur and Rice","Southern"
"812",838,"Sakatah Lake State Park","Summer",2019,13624,810,1963,"Le Sueur and Rice","Southern"
"813",839,"Sakatah Lake State Park","Summer",2020,18573,810,1963,"Le Sueur and Rice","Southern"
"814",840,"Sakatah Lake State Park","Summer",2021,16656,810,1963,"Le Sueur and Rice","Southern"
"815",841,"Sakatah Lake State Park","Winter",2018,2410,810,1963,"Le Sueur and Rice","Southern"
"816",842,"Sakatah Lake State Park","Winter",2019,1166,810,1963,"Le Sueur and Rice","Southern"
"817",843,"Sakatah Lake State Park","Winter",2020,659,810,1963,"Le Sueur and Rice","Southern"
"818",844,"Sakatah Lake State Park","Winter",2021,2062,810,1963,"Le Sueur and Rice","Southern"
"819",845,"Sakatah Lake State Park","Winter",2022,161,810,1963,"Le Sueur and Rice","Southern"
"820",846,"Savanna Portage State Park","Fall",2018,13494,15277,1961,"Aitkin and St. Louis","Arrowhead"
"821",847,"Savanna Portage State Park","Fall",2019,6346,15277,1961,"Aitkin and St. Louis","Arrowhead"
"822",848,"Savanna Portage State Park","Fall",2020,7020,15277,1961,"Aitkin and St. Louis","Arrowhead"
"823",849,"Savanna Portage State Park","Fall",2021,5919,15277,1961,"Aitkin and St. Louis","Arrowhead"
"824",850,"Savanna Portage State Park","Spring",2018,8140,15277,1961,"Aitkin and St. Louis","Arrowhead"
"825",851,"Savanna Portage State Park","Spring",2019,6443,15277,1961,"Aitkin and St. Louis","Arrowhead"
"826",852,"Savanna Portage State Park","Spring",2020,3251,15277,1961,"Aitkin and St. Louis","Arrowhead"
"827",853,"Savanna Portage State Park","Spring",2021,4886,15277,1961,"Aitkin and St. Louis","Arrowhead"
"828",854,"Savanna Portage State Park","Summer",2018,25394,15277,1961,"Aitkin and St. Louis","Arrowhead"
"829",855,"Savanna Portage State Park","Summer",2019,25751,15277,1961,"Aitkin and St. Louis","Arrowhead"
"830",856,"Savanna Portage State Park","Summer",2020,26114,15277,1961,"Aitkin and St. Louis","Arrowhead"
"831",857,"Savanna Portage State Park","Summer",2021,16116,15277,1961,"Aitkin and St. Louis","Arrowhead"
"832",858,"Savanna Portage State Park","Winter",2018,4201,15277,1961,"Aitkin and St. Louis","Arrowhead"
"833",859,"Savanna Portage State Park","Winter",2019,4180,15277,1961,"Aitkin and St. Louis","Arrowhead"
"834",860,"Savanna Portage State Park","Winter",2020,2183,15277,1961,"Aitkin and St. Louis","Arrowhead"
"835",861,"Savanna Portage State Park","Winter",2021,2244,15277,1961,"Aitkin and St. Louis","Arrowhead"
"836",862,"Savanna Portage State Park","Winter",2022,143,15277,1961,"Aitkin and St. Louis","Arrowhead"
"837",863,"Scenic State Park","Fall",2018,12473,2370,1921,"Itasca","Arrowhead"
"838",864,"Scenic State Park","Fall",2019,5216,2370,1921,"Itasca","Arrowhead"
"839",865,"Scenic State Park","Fall",2020,13273,2370,1921,"Itasca","Arrowhead"
"840",866,"Scenic State Park","Fall",2021,7151,2370,1921,"Itasca","Arrowhead"
"841",867,"Scenic State Park","Spring",2018,5128,2370,1921,"Itasca","Arrowhead"
"842",868,"Scenic State Park","Spring",2019,5279,2370,1921,"Itasca","Arrowhead"
"843",869,"Scenic State Park","Spring",2020,6508,2370,1921,"Itasca","Arrowhead"
"844",870,"Scenic State Park","Spring",2021,12843,2370,1921,"Itasca","Arrowhead"
"845",871,"Scenic State Park","Summer",2018,52258,2370,1921,"Itasca","Arrowhead"
"846",872,"Scenic State Park","Summer",2019,34408,2370,1921,"Itasca","Arrowhead"
"847",873,"Scenic State Park","Summer",2020,40359,2370,1921,"Itasca","Arrowhead"
"848",874,"Scenic State Park","Summer",2021,29334,2370,1921,"Itasca","Arrowhead"
"849",875,"Scenic State Park","Winter",2018,3656,2370,1921,"Itasca","Arrowhead"
"850",876,"Scenic State Park","Winter",2019,2524,2370,1921,"Itasca","Arrowhead"
"851",877,"Scenic State Park","Winter",2020,1792,2370,1921,"Itasca","Arrowhead"
"852",878,"Scenic State Park","Winter",2021,4734,2370,1921,"Itasca","Arrowhead"
"853",879,"Scenic State Park","Winter",2022,759,2370,1921,"Itasca","Arrowhead"
"854",880,"Schoolcraft State Park","Fall",2018,1033,141,1959,"Cass and Itasca","Arrowhead"
"855",881,"Schoolcraft State Park","Fall",2019,708,141,1959,"Cass and Itasca","Arrowhead"
"856",882,"Schoolcraft State Park","Fall",2020,886,141,1959,"Cass and Itasca","Arrowhead"
"857",883,"Schoolcraft State Park","Fall",2021,440,141,1959,"Cass and Itasca","Arrowhead"
"858",884,"Schoolcraft State Park","Spring",2018,1878,141,1959,"Cass and Itasca","Arrowhead"
"859",885,"Schoolcraft State Park","Spring",2019,679,141,1959,"Cass and Itasca","Arrowhead"
"860",886,"Schoolcraft State Park","Spring",2020,793,141,1959,"Cass and Itasca","Arrowhead"
"861",887,"Schoolcraft State Park","Spring",2021,855,141,1959,"Cass and Itasca","Arrowhead"
"862",888,"Schoolcraft State Park","Summer",2018,3250,141,1959,"Cass and Itasca","Arrowhead"
"863",889,"Schoolcraft State Park","Summer",2019,2460,141,1959,"Cass and Itasca","Arrowhead"
"864",890,"Schoolcraft State Park","Summer",2020,3155,141,1959,"Cass and Itasca","Arrowhead"
"865",891,"Schoolcraft State Park","Summer",2021,1607,141,1959,"Cass and Itasca","Arrowhead"
"866",892,"Schoolcraft State Park","Winter",2018,2250,141,1959,"Cass and Itasca","Arrowhead"
"867",893,"Schoolcraft State Park","Winter",2019,1261,141,1959,"Cass and Itasca","Arrowhead"
"868",894,"Schoolcraft State Park","Winter",2020,1032,141,1959,"Cass and Itasca","Arrowhead"
"869",895,"Schoolcraft State Park","Winter",2021,768,141,1959,"Cass and Itasca","Arrowhead"
"870",896,"Schoolcraft State Park","Winter",2022,99,141,1959,"Cass and Itasca","Arrowhead"
"871",897,"Sibley State Park","Fall",2018,27261,2540,1919,"Kandiyohi","Southern"
"872",898,"Sibley State Park","Fall",2019,20242,2540,1919,"Kandiyohi","Southern"
"873",899,"Sibley State Park","Fall",2020,23594,2540,1919,"Kandiyohi","Southern"
"874",900,"Sibley State Park","Fall",2021,18110,2540,1919,"Kandiyohi","Southern"
"875",901,"Sibley State Park","Spring",2018,15649,2540,1919,"Kandiyohi","Southern"
"876",902,"Sibley State Park","Spring",2019,16419,2540,1919,"Kandiyohi","Southern"
"877",903,"Sibley State Park","Spring",2020,22553,2540,1919,"Kandiyohi","Southern"
"878",904,"Sibley State Park","Spring",2021,19611,2540,1919,"Kandiyohi","Southern"
"879",905,"Sibley State Park","Summer",2018,47022,2540,1919,"Kandiyohi","Southern"
"880",906,"Sibley State Park","Summer",2019,71118,2540,1919,"Kandiyohi","Southern"
"881",907,"Sibley State Park","Summer",2020,59150,2540,1919,"Kandiyohi","Southern"
"882",908,"Sibley State Park","Summer",2021,46632,2540,1919,"Kandiyohi","Southern"
"883",909,"Sibley State Park","Winter",2018,3108,2540,1919,"Kandiyohi","Southern"
"884",910,"Sibley State Park","Winter",2019,4869,2540,1919,"Kandiyohi","Southern"
"885",911,"Sibley State Park","Winter",2020,4671,2540,1919,"Kandiyohi","Southern"
"886",912,"Sibley State Park","Winter",2021,5855,2540,1919,"Kandiyohi","Southern"
"887",913,"Sibley State Park","Winter",2022,748,2540,1919,"Kandiyohi","Southern"
"888",914,"Split Rock Creek State Park","Fall",2018,1778,947,1937,"Pipestone","Southern"
"889",915,"Split Rock Creek State Park","Fall",2019,1621,947,1937,"Pipestone","Southern"
"890",916,"Split Rock Creek State Park","Fall",2020,2193,947,1937,"Pipestone","Southern"
"891",917,"Split Rock Creek State Park","Fall",2021,1940,947,1937,"Pipestone","Southern"
"892",918,"Split Rock Creek State Park","Spring",2018,2477,947,1937,"Pipestone","Southern"
"893",919,"Split Rock Creek State Park","Spring",2019,1453,947,1937,"Pipestone","Southern"
"894",920,"Split Rock Creek State Park","Spring",2020,1563,947,1937,"Pipestone","Southern"
"895",921,"Split Rock Creek State Park","Spring",2021,3330,947,1937,"Pipestone","Southern"
"896",922,"Split Rock Creek State Park","Summer",2018,10935,947,1937,"Pipestone","Southern"
"897",923,"Split Rock Creek State Park","Summer",2019,7154,947,1937,"Pipestone","Southern"
"898",924,"Split Rock Creek State Park","Summer",2020,10351,947,1937,"Pipestone","Southern"
"899",925,"Split Rock Creek State Park","Summer",2021,7410,947,1937,"Pipestone","Southern"
"900",926,"Split Rock Creek State Park","Winter",2018,1717,947,1937,"Pipestone","Southern"
"901",927,"Split Rock Creek State Park","Winter",2019,765,947,1937,"Pipestone","Southern"
"902",928,"Split Rock Creek State Park","Winter",2020,371,947,1937,"Pipestone","Southern"
"903",929,"Split Rock Creek State Park","Winter",2021,504,947,1937,"Pipestone","Southern"
"904",930,"Split Rock Creek State Park","Winter",2022,69,947,1937,"Pipestone","Southern"
"905",931,"Split Rock Lighthouse State Park","Fall",2018,27844,2112,1945,"Lake","Arrowhead"
"906",932,"Split Rock Lighthouse State Park","Fall",2019,22863,2112,1945,"Lake","Arrowhead"
"907",933,"Split Rock Lighthouse State Park","Fall",2020,28717,2112,1945,"Lake","Arrowhead"
"908",934,"Split Rock Lighthouse State Park","Fall",2021,21459,2112,1945,"Lake","Arrowhead"
"909",935,"Split Rock Lighthouse State Park","Spring",2018,21433,2112,1945,"Lake","Arrowhead"
"910",936,"Split Rock Lighthouse State Park","Spring",2019,14596,2112,1945,"Lake","Arrowhead"
