name,County or Counties,Acres,Year,Water Body(s),lat,long,Remarks,Image,url,address,description,type,unpacked,county,num,labels,labels2,region,count,labels3
Sakatah Lake State Park,"Le Sueur, Rice",810,1963,Sakatah Lake on the Cannon River,44.2210746,-93.5357792,Features a transitional zone between prairie and Big Woods on a natural widening of the Cannon River.[85],NA,https://stateparks.com/sakatah_state_park_in_minnesota.html,"50499 Sakatah Lake State Park RoadWaterville, Minnesota   56096","Sakatah-Singing Hills State Trail runs through Sakatah Lake State Park and stretches 39 miles from Mankato to Faribault. The paved trail offers hikers, bikers, skiers, and snowmobilers beautiful scenery through Minnesota's hardwoods. Sakatah Lake, a natural widening of the Cannon River, lures canoeists to paddle the calm waters, and anglers to catch walleye, large mouth and white bass, northern pike, and panfish. Whatever the season, visitors enjoy camping and picnicking.",state park,Le Sueur,Le Sueur,2,Le Sueur County: 2 state parks,Sakatah Lake State Park,Southern,43,Southern Region: 43state parks
Sakatah Lake State Park,"Le Sueur, Rice",810,1963,Sakatah Lake on the Cannon River,44.2210746,-93.5357792,Features a transitional zone between prairie and Big Woods on a natural widening of the Cannon River.[85],NA,https://stateparks.com/sakatah_state_park_in_minnesota.html,"50499 Sakatah Lake State Park RoadWaterville, Minnesota   56096","Sakatah-Singing Hills State Trail runs through Sakatah Lake State Park and stretches 39 miles from Mankato to Faribault. The paved trail offers hikers, bikers, skiers, and snowmobilers beautiful scenery through Minnesota's hardwoods. Sakatah Lake, a natural widening of the Cannon River, lures canoeists to paddle the calm waters, and anglers to catch walleye, large mouth and white bass, northern pike, and panfish. Whatever the season, visitors enjoy camping and picnicking.",state park, Rice,Rice,2,Rice County: 2 state parks,Sakatah Lake State Park,Southern,43,Southern Region: 43state parks
Savanna Portage State Park,"Aitkin, St. Louis",15277,1961,"East and West Savanna Rivers, numerous kettle lakes",46.8374455,-93.1566054,Preserves a historically important and legendarily difficult 6-mile (9.7 km) portage over a continental divide between the watersheds of the Mississippi River and Lake Superior.[86] The portage is on the  NRHP.[6],NA,NA,NA,"Time slips by when you visit this park of the north. Walk the Savanna Portage Trail, a historic trail traveled by fur traders, Dakota and Ojibwe Indians, and explorers more than 200 years ago. Savanna Portage State Park has 15,818 acres of rolling hills, lakes, and bogs. The Continental Divide marks the great division of water: water to the west flows into the Mississippi River; water to the east runs into Lake Superior. Visitors can hike the Continental Divide Trail and see forested vistas. During the summer, visitors enjoy swimming at Loon Lake. Bike enthusiasts can pedal on roads, or on dirt trails designated for mountain bikes. With four fishing lakes and a river, its common for anglers to catch panfish, trout and bass. Come winter, this park offers snowmobilers approximately 32 miles of trails to explore.",state park,Aitkin,Aitkin,1,Aitkin County: 1 state park,Savanna Portage State Park,Arrowhead,23,Arrowhead Region: 23state parks
Savanna Portage State Park,"Aitkin, St. Louis",15277,1961,"East and West Savanna Rivers, numerous kettle lakes",46.8374455,-93.1566054,Preserves a historically important and legendarily difficult 6-mile (9.7 km) portage over a continental divide between the watersheds of the Mississippi River and Lake Superior.[86] The portage is on the  NRHP.[6],NA,NA,NA,"Time slips by when you visit this park of the north. Walk the Savanna Portage Trail, a historic trail traveled by fur traders, Dakota and Ojibwe Indians, and explorers more than 200 years ago. Savanna Portage State Park has 15,818 acres of rolling hills, lakes, and bogs. The Continental Divide marks the great division of water: water to the west flows into the Mississippi River; water to the east runs into Lake Superior. Visitors can hike the Continental Divide Trail and see forested vistas. During the summer, visitors enjoy swimming at Loon Lake. Bike enthusiasts can pedal on roads, or on dirt trails designated for mountain bikes. With four fishing lakes and a river, its common for anglers to catch panfish, trout and bass. Come winter, this park offers snowmobilers approximately 32 miles of trails to explore.",state park, St. Louis,St. Louis,5,St. Louis County: 5 state parks,Savanna Portage State Park,Arrowhead,23,Arrowhead Region: 23state parks
Scenic State Park,Itasca,2370,1921,Sandwick and Coon Lakes,47.7157733,-93.56297009999999,Features pristine lakes and old-growth pines. Two districts of structures built by the first CCC state park camp in Minnesota are on the NRHP.[87],NA,https://stateparks.com/scenic_state_park_in_minnesota.html,"56956 Scenic Highway 7Bigfork, Minnesota   56628","With its pristine lakes, virgin pines, swimming beach, and nesting osprey, Scenic State Park is well deserving of its name. Here, visitors can hike the Chase Point Trail for hypnotic views of Coon and Sandwick Lakes and listen to the wind whistle through the the giant pines. The park's overnight facilities include campsites (boat-in, drive-in, backpack), and a guest house. The historic lodge houses interpretive displays.",state park,Itasca,Itasca,2,Itasca County: 2 state parks,Scenic State Park,Arrowhead,23,Arrowhead Region: 23state parks
Schoolcraft State Park,"Cass, Itasca",141,1959,Mississippi River,47.2249502,-93.79994490000001,"Honors Henry Schoolcraft, who charted the origins of the Mississippi River with the Ojibwe guide Ozawindib. Preserves virgin pine forest that includes a white pine over 300 years old.[88]",NA,NA,NA,"This secluded north woods park is the perfect place to unwind. Quiet and peaceful, the trail system leads hikers through the virgin pine forest that includes a white pine more than 300 years old. Canoeists and anglers enjoy the gentle waters of the Mississippi River. A boat access, picnic area, canoe and drive-in campsites are available to visitors.",state park,Cass,Cass,2,Cass County: 2 state parks,Schoolcraft State Park,Heartland,37,Heartland Region: 37state parks
Schoolcraft State Park,"Cass, Itasca",141,1959,Mississippi River,47.2249502,-93.79994490000001,"Honors Henry Schoolcraft, who charted the origins of the Mississippi River with the Ojibwe guide Ozawindib. Preserves virgin pine forest that includes a white pine over 300 years old.[88]",NA,NA,NA,"This secluded north woods park is the perfect place to unwind. Quiet and peaceful, the trail system leads hikers through the virgin pine forest that includes a white pine more than 300 years old. Canoeists and anglers enjoy the gentle waters of the Mississippi River. A boat access, picnic area, canoe and drive-in campsites are available to visitors.",state park, Itasca,Itasca,2,Itasca County: 2 state parks,Schoolcraft State Park,Arrowhead,23,Arrowhead Region: 23state parks
Sibley State Park,Kandiyohi,2540,1919,Lake Andrew and other kettle lakes,45.3196867,-95.02306960000001,"Honors Henry Hastings Sibley, the first governor of Minnesota, with a popular recreational lakeshore and a morainal landscape.[89]  A district of CCC structures is on the NRHP.[90]",NA,https://stateparks.com/sibley_state_park_in_minnesota.html,"800 Sibley Park Road NortheastNew London, Minnesota   56273","There is something for everyone at this popular west-central Minnesota State Park. Hike to Mount Tom, one of several high points in a 50-mile radius, and see a patchwork of forest, farmland, prairie knolls, and lakes. Summer visitors enjoy swimming, boating, and fishing on Lake Andrew. A canoe route invites adventurers to portage and canoe on Henschien Lake and Swan Lake. The park offers campgrounds, a modern group center, horseback camps, picnic area, and interpretive programs year-around.",state park,Kandiyohi,Kandiyohi,1,Kandiyohi County: 1 state park,Sibley State Park,Southern,43,Southern Region: 43state parks
Split Rock Creek State Park,Pipestone,947,1937,Split Rock Lake,43.8980264,-96.36420320000002,Features a recreational reservoir on the Coteau des Prairies.[91],NA,https://stateparks.com/split_rock_creek_state_park_in_minnesota.html,"336 50th AvenueJasper, Minnesota   56144","Swim, fish, or boat the waters of Split Rock Lake, the largest body of water in Pipestone County. The lake is the predominant feature of this park. Stop by the Beach Side Trail Center for an excellent vista and to discover more about the area. Seven miles north of the park is the famous Pipestone National Monument.",state park,Pipestone,Pipestone,1,Pipestone County: 1 state park,Split Rock Creek State Park,Southern,43,Southern Region: 43state parks
Split Rock Lighthouse State Park,Lake,2112,1945,"Lake Superior, Split Rock River",47.1921472,-91.3929484,"Surrounds the clifftop Split Rock Lighthouse, one of the most photographed lighthouses in the United States.[92] The lighthouse is a National Historic Landmark.",NA,https://stateparks.com/split_rock_lighthouse_state_park_in_minnesota.html,"3755 Split Rock Lighthouse RoadTwo Harbors, Minnesota   55616","This park is situated on the North Shore of Lake Superior. Perhaps best known for its historic lighthouse, this park offers numerous recreational opportunities. Visitors can cart-in their supplies to pristine campsites along Lake Superior. Scenic trails along the lake link up to the spectacular Superior Hiking Trail. Anglers cast their lines for lake trout, salmon, and brown trout. The rocky beach is perfect for skipping stones into Lake Superior.",state park,Lake,Lake,4,Lake County: 4 state parks,Split Rock Lighthouse State Park,Arrowhead,23,Arrowhead Region: 23state parks
Temperance River State Park,Cook,1134,1957,"Lake Superior, Temperance and Cross Rivers",47.5543466,-90.87237219999997,"Showcases the deep, narrow gorge of the Temperance River (so named for its lack of a ""bar"" at its mouth) and Carlton Peak, a rock climbing area.[93]",NA,https://stateparks.com/temperance_river_state_park_in_minnesota.html,"5702 Highway 61Silver Bay, Minnesota   55614","Take the trail that winds along the edge of the Temperance River gorge and enjoy the rushing waterfalls surrounded by pine, spruce, cedar and birch forests. The rapidly flowing river has cut deep potholes in and along the riverbed. Hike the trail to Hidden Falls or connect up with trails into the Superior National Forest and the Cross River Wayside. Visitors come to camp and picnic along the shore of Lake Superior. Winter brings cross-country skiers and snowmobilers to tackle the hilly terrain. Carlton Peak, a recent addition to the park, is popular with rock climbers and offers even more recreational opportunities to park visitors.",state park,Cook,Cook,4,Cook County: 4 state parks,Temperance River State Park,Arrowhead,23,Arrowhead Region: 23state parks
Tettegouche State Park,Lake,8998,1979,Lake Superior and Baptism River,47.358806,-91.26405060000002,"Encompasses the tallest waterfall within the state's borders, the iconic headlands of Palisade Head and Shovel Point, and a historic fishing camp which is on the NRHP.[94]",NA,https://stateparks.com/tettegouche_state_park_in_minnesota.html,"5702 Highway 61Silver Bay, Minnesota   55614","Come to Tettegouche for a great sense of the North Shore: the spectacular overlooks at Shovel Point; rocky, steep cliffs and inland bluffs; the cascading 60 ft. High Falls of the Baptism River; and the historic Tettegouche Camp where visitors can stay the night. This is a hiker's paradise with miles of trails that overlook the Sawtooth Mountains and wind down to inland lakes accessible only by foot. The Palisade Valley Unit features broad scenic vistas coupled with an expanse of multi-use, four-season trails. Two more trout lakes complement the fishing opportunities within the rest of the park. The park is also known for rock climbing opportunities and quality birdwatching in the spring, summer, and especially the fall.",state park,Lake,Lake,4,Lake County: 4 state parks,Tettegouche State Park,Arrowhead,23,Arrowhead Region: 23state parks
Whitewater State Park,Winona,1672,1919,Whitewater River,44.058297,-92.05877259999998,Showcases a popular steep-sided river valley in the Driftless Area.[95] A large district of CCC and WPA structures is on the NRHP.[96],NA,https://stateparks.com/whitewater_state_park_in_minnesota.html,"19041 Highway 74Altura, Minnesota   55910","Picturesque limestone bluffs and deep ravines make Whitewater State Park a very popular southeastern park. The 2,700 acre park is an angler's paradise with brown, brook, and rainbow trout swimming in the spring-fed Whitewater River and Trout Run Creek. Visitors enjoy a sandy swimming beach, a year-round visitor center, easy-to-challenging hiking trails, camping, a group camp, and a modern group center. Come winter, enjoy cross-country skiing, snowshoeing, or stay at the group center in rustic, winterized cabins. All through the year, discover the natural and human history of the area at one of the many interpretive programs, visitor center exhibits or self-guided trails.",state park,Winona,Winona,3,Winona County: 3 state parks,Whitewater State Park,Southern,43,Southern Region: 43state parks
Wild River State Park,Chisago,6574,1973,St. Croix River,45.5680159,-92.8757696,Follows 18 miles (29 km) of one of the first waterways designated a National Wild and Scenic River.[97] A section of the Point Douglas to Superior Military Road is on the NRHP.[98],NA,https://stateparks.com/saint_croix_wild_river_state_park_in_minnesota.html,NA,"Wild River State Park is located along 18 miles of the beautiful St. Croix River. The park attracts people who enjoy camping, hiking, horseback riding, canoeing, interpretive programs, self-guided trails, and cross-country skiing and snowshoeing. Day visitors can enjoy a leisurely paddle down the St. Croix River from the Sunrise river access to the southern park river access. The park provides opportunities for semi-modern camping, group camping, equestrian camping, backpack camping, and canoe camping. Visitors who want modern amenities can reserve the guest house which provides a living room, dining room, kitchen, and fireplace. The park also has six camping cabins which include bunkbeds, a table, and benches. An all-season trail center is a great spot to relax after hiking or cross-country skiing on the 35-mile trail system. A visitor center with exhibits and environmental education programs is open year-round.
",state park,Chisago,Chisago,2,Chisago County: 2 state parks,Wild River State Park,Metro,14,Metro Region: 14state parks
William O'Brien State Park,Washington,1783,1947,St. Croix River,45.2194109,-92.7660423,Provides outdoor recreation opportunities near Minneapolis – Saint Paul.[99],NA,https://stateparks.com/william_obrien_state_park_in_minnesota.html,"16821 O'Brien TrailNorth Marine-on-St. Croix, Minnesota   55047","A great ""get away"" park only one hour from the Twin Cities, William O'Brien provides a beautiful setting for quality recreation along the banks of the St. Croix River. Hiking trails offer quiet exploration of the park's rolling, wooded hills. For anglers, the channels of the St. Croix have northerns, walleye, bass and trout. Ideal for canoeing, the river is also a migratory pathway that offers visitors an exciting diversity of sights and sounds. In the winter, snowshoeing, skiing and camping attract enthusiasts.",state park,Washington,Washington,3,Washington County: 3 state parks,William O'Brien State Park,Metro,14,Metro Region: 14state parks
Zippel Bay State Park,Lake of the Woods,2826,1959,Lake of the Woods,48.8638742,-94.85938619999999,Provides water recreation and birdwatching opportunities on the shore of the country's sixth largest lake.[100],NA,https://stateparks.com/zippel_bay_state_park_in_minnesota.html,"3684 54th Avenue NorthwestWilliams, Minnesota   56686","After visiting Zippel Bay, you'll remember the sunsets, and the miles of white sand beach. The park is located on the shores of Lake of the Woods, one of the world's largest lakes. Because of its size, the lake freezes much later than most lakes and remains ice covered much later in the spring. In the spring hear the ice as it is stressed by wind and compression. During the winter, visitors will be treated to the intricate ice forms on rocks and the shore. The mood of the lake is always changing, from three-foot high crashing waves, approaching storms and lightening flashes, to an eerie stillness with faint sounds from a thousand raucous gulls, out of sight in the lakes interior. The 3,000-acre park offers a swimming beach on the big lake, a marina in Zippel Bay and stone jetty providing access to Lake of the Woods and safe passage off the lake. Watch for sandhill cranes and piping plovers. The park offers drive-in campsites and a group camp.",state park,Lake of the Woods,Lake of the Woods,2,Lake of the Woods County: 2 state parks,Zippel Bay State Park,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anoka,0,Anoka County: 0 state parks,NA,Metro,14,Metro Region: 14state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benton,0,Benton County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottonwood,0,Cottonwood County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Faribault,0,Faribault County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grant,0,Grant County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isanti,0,Isanti County: 0 state parks,NA,Arrowhead,23,Arrowhead Region: 23state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanabec,0,Kanabec County: 0 state parks,NA,Arrowhead,23,Arrowhead Region: 23state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lincoln,0,Lincoln County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McLeod,0,McLeod County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mahnomen,0,Mahnomen County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin,0,Martin County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nobles,0,Nobles County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norman,0,Norman County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olmsted,0,Olmsted County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennington,0,Pennington County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Lake,0,Red Lake County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redwood,0,Redwood County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sherburne,0,Sherburne County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stearns,0,Stearns County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stevens,0,Stevens County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Todd,0,Todd County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Traverse,0,Traverse County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wadena,0,Wadena County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waseca,0,Waseca County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watonwan,0,Watonwan County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilkin,0,Wilkin County: 0 state parks,NA,Heartland,37,Heartland Region: 37state parks
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow Medicine,0,Yellow Medicine County: 0 state parks,NA,Southern,43,Southern Region: 43state parks
