"Park name","System","Implementing agency","Unit type","Core park","Season","Vehicle visits"
"Collinwood Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",1595
"Collinwood Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",1067
"Collinwood Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",562
"Collinwood Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",1287
"Collinwood Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",164
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Fall-2018",103221
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Fall-2019",105965
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Fall-2020",134953
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Fall-2021",133099
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Spring-2018",161510
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Spring-2019",155759
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Spring-2020",113440
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Spring-2021",213427
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Summer-2018",389462
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Summer-2019",400523
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Summer-2020",301243
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Summer-2021",403301
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Winter-2018",36580
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Winter-2019",42178
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Winter-2020",39596
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Winter-2021",56345
"Como","Metropolitan Regional Park System","St. Paul Parks and Recreation","Regional Park",TRUE,"Winter-2022",10989
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Fall-2018",110475
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Fall-2019",112255
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Fall-2020",78299
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Fall-2021",92454
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Spring-2018",225003
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Spring-2019",215549
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Spring-2020",44955
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Spring-2021",147203
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Summer-2018",339678
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Summer-2019",385732
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Summer-2020",90909
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Summer-2021",352491
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Winter-2018",103675
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Winter-2019",99447
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Winter-2020",100248
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Winter-2021",34450
"Como Zoo and Conservatory","Metropolitan Regional Park System","St Paul Parks and Recreation","Regional Park",TRUE,"Winter-2022",18118
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2018",19080
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2019",22614
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2020",32147
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2021",26368
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2018",27521
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2019",37537
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2020",73835
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2021",56635
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2018",53998
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2019",66031
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2020",94954
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2021",69385
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2018",8416
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2019",8763
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2020",11710
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2021",17232
"Coon Rapids Dam","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2022",1940
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2018",6893
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2019",6194
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2020",14773
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Fall-2021",13994
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2018",4270
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2019",8405
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2020",27818
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Spring-2021",14805
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2018",12457
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2019",11574
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2020",23220
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Summer-2021",15140
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2018",2584
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2019",6265
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2020",9887
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2021",13443
"Cottage Grove Ravine","Metropolitan Regional Park System","Washington County Parks","Regional Park",TRUE,"Winter-2022",1896
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2018",17550
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2019",13837
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2020",31319
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2021",27753
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2018",9945
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2019",18315
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2020",34960
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2021",29198
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2018",15491
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2019",23982
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2020",34259
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2021",26713
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2018",3735
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2019",12071
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2020",13488
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2021",26794
"Crow-Hassan","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2022",4251
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",7217
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",5975
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",9592
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",7664
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",3487
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",3149
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",7135
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",5953
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",17540
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",15659
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",17946
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",12241
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",1959
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",696
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",941
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",1372
"Crow Wing","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",260
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2018",22196
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2019",32883
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2020",31512
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Fall-2021",24102
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2018",8290
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2019",20300
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2020",30332
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Spring-2021",26610
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2018",62512
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2019",106153
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2020",132598
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Summer-2021",87178
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2018",6296
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2019",17751
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2020",11177
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2021",12829
"Cuyuna Country","Department of Natural Resources State Park","DNR","State Recreation Area",TRUE,"Winter-2022",909
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",10479
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",21483
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",7054
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",11595
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",12865
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",19534
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",12873
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",6379
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",11070
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",20019
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",13360
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",11009
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",30223
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",45507
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",59452
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",54136
"Detroit Mountain Recreational Area","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",14438
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2018",1961
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2019",999
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2020",1615
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2021",1289
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2018",2239
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2019",1319
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2020",614
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2021",1204
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2018",1699
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2019",1298
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2020",1986
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2021",1089
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2018",2430
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2019",698
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2020",775
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2021",1054
"Devils Track Falls","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2022",594
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2018",5258
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2019",2676
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2020",3138
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2021",3403
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2018",5771
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2019",3791
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2020",8542
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2021",7047
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2018",9616
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2019",7317
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2020",11133
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2021",7763
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2018",4097
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2019",1810
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2020",1882
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2021",3040
"Eagle Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2022",601
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",13803
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",18609
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",22944
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",28423
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",12856
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",24921
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",24054
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",40146
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",33605
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",49818
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",55289
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",56705
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",2458
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",5959
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",11026
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",24695
"Elk River Woodland Trails Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",3119
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2018",95547
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2019",90220
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2020",109993
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2021",87072
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2018",93124
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2019",86011
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2020",128259
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2021",116198
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2018",210666
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2019",195610
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2020",237469
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2021",204735
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2018",89682
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2019",136612
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2020",145199
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2021",158876
"Elm Creek","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2022",35589
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",9283
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",9575
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",10691
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",10780
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",10388
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",6234
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",4839
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",10751
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",42601
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",32630
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",42678
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",31781
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2486
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1123
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",754
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",1070
"Father Hennepin","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",245
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2018",17668
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2019",15080
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2020",26034
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Fall-2021",25032
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2018",13975
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2019",16675
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2020",26083
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Spring-2021",29222
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2018",54573
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2019",55714
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2020",81532
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Summer-2021",58414
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2018",4609
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2019",9490
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2020",11720
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2021",15410
"Fish Lake","Metropolitan Regional Park System","Three Rivers Park District","Regional Park",TRUE,"Winter-2022",3423
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2018",1911
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2019",997
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2020",1785
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2021",2488
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2018",2282
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2019",1597
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2020",2739
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2021",5003
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2018",21957
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2019",14322
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2020",20248
