"Park name","System","Implementing agency","Unit type","Core park","Season","Vehicle visits"
"River Bluffs Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",1905
"River Bluffs Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",1925
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",27836
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",19925
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",11296
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",29031
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",27590
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",24296
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",25175
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",31292
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",75354
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",77955
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",62816
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",66170
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",9328
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",20634
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",15450
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",22439
"Robbins Island Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",10365
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",2893
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",3658
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",6368
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",3601
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",3053
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",3314
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",6828
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",3515
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",3947
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",6716
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",6670
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",5925
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",2496
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",2789
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",3536
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",4175
"Robert Ney Memorial Park Reserve","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",676
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",1615
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",1083
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",3002
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",2700
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",1299
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",1706
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",3816
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",2539
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",2630
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",3789
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",6210
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",3068
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",1833
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",1700
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",1225
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",3108
"Rochester Gamehaven Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",485
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",1894
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",1316
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",1646
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",1362
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",1064
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",866
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",3013
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",2008
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",1391
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",766
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",2841
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",2027
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",978
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",868
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",414
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",728
"Rockville County Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",115
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2018",1767
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2019",1087
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2020",3051
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2021",1112
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2018",1811
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2019",2281
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2020",4671
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2021",1731
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2018",1239
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2019",1941
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2020",3474
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2021",1341
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2018",2795
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2019",992
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2020",700
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",2316
"Root River Park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",197
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2018",6691
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2019",8115
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2020",14080
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Fall-2021",8356
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2018",4220
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2019",8065
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2020",19418
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Spring-2021",14595
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2018",14389
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2019",17405
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2020",23007
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Summer-2021",13638
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2018",2735
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2019",2985
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2020",4570
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2021",8735
"Rum River Central","Metropolitan Regional Park System","Anoka County Parks and Recreation","Regional Park",TRUE,"Winter-2022",1136
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2018",5069
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2019",4839
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2020",11484
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2021",10537
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2018",4792
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2019",4043
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2020",14967
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2021",14712
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2018",8969
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2019",10706
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2020",31172
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2021",23863
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2018",1806
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2019",1113
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2020",1460
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2021",4426
"Saint Croix Boom Site","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2022",558
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",4050
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",4070
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",6630
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",5537
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",6844
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",5397
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",7445
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",7184
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",16351
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",13624
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",18573
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",16656
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2410
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1166
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",659
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",2062
"Sakatah Lake","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",161
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2018",12406
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2019",10433
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2020",7690
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2021",7249
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2018",6721
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2019",9196
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2020",5458
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2021",4172
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2018",18245
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2019",14879
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2020",14087
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2021",8509
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2018",3433
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2019",4435
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2020",2693
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",3731
"Sand Hill Recreation Area","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",255
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2018",9889
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2019",4762
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2020",2978
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Fall-2021",4957
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2018",12878
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2019",6931
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2020",8595
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Spring-2021",8299
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2018",16911
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2019",7541
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2020",8567
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Summer-2021",6146
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2018",2930
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2019",6540
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2020",4268
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2021",2924
"Sandstone Robinson Park","Greater Minnesota Regional Parks & Trails","Greater MN","Regional Park",TRUE,"Winter-2022",1168
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",13494
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",6346
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",7020
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",5919
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",8140
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",6443
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",3251
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",4886
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",25394
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",25751
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",26114
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",16116
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",4201
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",4180
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",2183
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",2244
"Savanna Portage","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",143
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2018",41771
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2019",21517
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2020",9296
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2021",17624
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2018",57411
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2019",27961
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2020",10779
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2021",19167
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2018",31822
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2019",25596
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2020",12479
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2021",18933
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2018",51355
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2019",38467
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2020",20513
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",13050
"Sawtooth Bluff","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",6505
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",12473
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",5216
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",13273
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",7151
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",5128
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",5279
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",6508
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",12843
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",52258
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",34408
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",40359
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",29334
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",3656
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",2524
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1792
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",4734
"Scenic","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",759
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",1033
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",708
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",886
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",440
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",1878
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",679
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",793
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",855
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",3250
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",2460
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",3155
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",1607
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2250
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1261
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1032
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",768
"Schoolcraft","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",99
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",27261
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",20242
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",23594
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",18110
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",15649
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",16419
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",22553
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",19611
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",47022
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",71118
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",59150
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",46632
"Sibley","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",3108
