park_name,System,Implementing agency.x,Unit type,Core park.x,Season,Vehicle visits,season,year,vehicle_visits,yearly_total,park_system,Implementing agency.y,unit_type,Core park.y
River Bluffs Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Winter-2022,1925,Winter,2022,1925,1925,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,27836,Fall,2018,27836,140108,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,19925,Fall,2019,19925,142810,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,11296,Fall,2020,11296,114737,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,29031,Fall,2021,29031,148932,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,27590,Spring,2018,27590,140108,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,24296,Spring,2019,24296,142810,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,25175,Spring,2020,25175,114737,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,31292,Spring,2021,31292,148932,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,75354,Summer,2018,75354,140108,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,77955,Summer,2019,77955,142810,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,62816,Summer,2020,62816,114737,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,66170,Summer,2021,66170,148932,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,9328,Winter,2018,9328,140108,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,20634,Winter,2019,20634,142810,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,15450,Winter,2020,15450,114737,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,22439,Winter,2021,22439,148932,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robbins Island Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,10365,Winter,2022,10365,10365,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,2893,Fall,2018,2893,12389,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,3658,Fall,2019,3658,16477,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,6368,Fall,2020,6368,23402,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,3601,Fall,2021,3601,17216,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,3053,Spring,2018,3053,12389,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,3314,Spring,2019,3314,16477,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,6828,Spring,2020,6828,23402,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,3515,Spring,2021,3515,17216,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,3947,Summer,2018,3947,12389,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,6716,Summer,2019,6716,16477,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,6670,Summer,2020,6670,23402,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,5925,Summer,2021,5925,17216,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,2496,Winter,2018,2496,12389,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,2789,Winter,2019,2789,16477,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,3536,Winter,2020,3536,23402,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,4175,Winter,2021,4175,17216,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Robert Ney Memorial Park Reserve,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,676,Winter,2022,676,676,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,1615,Fall,2018,1615,7377,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,1083,Fall,2019,1083,8278,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,3002,Fall,2020,3002,14253,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,2700,Fall,2021,2700,11415,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,1299,Spring,2018,1299,7377,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,1706,Spring,2019,1706,8278,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,3816,Spring,2020,3816,14253,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,2539,Spring,2021,2539,11415,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,2630,Summer,2018,2630,7377,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,3789,Summer,2019,3789,8278,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,6210,Summer,2020,6210,14253,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,3068,Summer,2021,3068,11415,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,1833,Winter,2018,1833,7377,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,1700,Winter,2019,1700,8278,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,1225,Winter,2020,1225,14253,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,3108,Winter,2021,3108,11415,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rochester Gamehaven Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,485,Winter,2022,485,485,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,1894,Fall,2018,1894,5327,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,1316,Fall,2019,1316,3816,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,1646,Fall,2020,1646,7914,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,1362,Fall,2021,1362,6125,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,1064,Spring,2018,1064,5327,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,866,Spring,2019,866,3816,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,3013,Spring,2020,3013,7914,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,2008,Spring,2021,2008,6125,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,1391,Summer,2018,1391,5327,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,766,Summer,2019,766,3816,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,2841,Summer,2020,2841,7914,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,2027,Summer,2021,2027,6125,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,978,Winter,2018,978,5327,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,868,Winter,2019,868,3816,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,414,Winter,2020,414,7914,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,728,Winter,2021,728,6125,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Rockville County Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,115,Winter,2022,115,115,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Fall-2018,1767,Fall,2018,1767,7612,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Fall-2019,1087,Fall,2019,1087,6301,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Fall-2020,3051,Fall,2020,3051,11896,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Fall-2021,1112,Fall,2021,1112,6500,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Spring-2018,1811,Spring,2018,1811,7612,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Spring-2019,2281,Spring,2019,2281,6301,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Spring-2020,4671,Spring,2020,4671,11896,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Spring-2021,1731,Spring,2021,1731,6500,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
Root River Park,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE,Summer-2018,1239,Summer,2018,1239,7612,Eligible for Greater Minnesota Designation,Eligible Greater MN,Eligible Regional Park,FALSE
