park_name,System,Implementing agency.x,Unit type,Core park.x,Season,Vehicle visits,season,year,vehicle_visits,yearly_total,park_system,Implementing agency.y,unit_type,Core park.y
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2018,6284,Summer,2018,6284,12183,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2019,10634,Summer,2019,10634,18349,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2020,9852,Summer,2020,9852,20310,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2021,6438,Summer,2021,6438,17541,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2018,853,Winter,2018,853,12183,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2019,888,Winter,2019,888,18349,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2020,1113,Winter,2020,1113,20310,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2021,2333,Winter,2021,2333,17541,Department of Natural Resources State Park,DNR,State Park,TRUE
Charles A Lindbergh,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2022,167,Winter,2022,167,167,Department of Natural Resources State Park,DNR,State Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,10991,Fall,2018,10991,64724,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,8940,Fall,2019,8940,59562,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,9444,Fall,2020,9444,69317,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,10211,Fall,2021,10211,66058,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,10875,Spring,2018,10875,64724,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,6786,Spring,2019,6786,59562,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,13070,Spring,2020,13070,69317,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,13626,Spring,2021,13626,66058,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,40813,Summer,2018,40813,64724,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,38705,Summer,2019,38705,59562,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,43107,Summer,2020,43107,69317,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,33977,Summer,2021,33977,66058,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,2045,Winter,2018,2045,64724,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,5131,Winter,2019,5131,59562,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,3696,Winter,2020,3696,69317,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,8244,Winter,2021,8244,66058,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Chester Woods Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,1171,Winter,2022,1171,1171,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2018,14601,Fall,2018,14601,85706,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2019,28346,Fall,2019,28346,126586,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2020,38370,Fall,2020,38370,218382,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2021,24382,Fall,2021,24382,163027,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2018,20276,Spring,2018,20276,85706,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2019,30001,Spring,2019,30001,126586,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2020,86503,Spring,2020,86503,218382,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2021,48827,Spring,2021,48827,163027,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2018,43744,Summer,2018,43744,85706,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2019,53909,Summer,2019,53909,126586,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2020,78838,Summer,2020,78838,218382,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2021,61356,Summer,2021,61356,163027,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2018,7085,Winter,2018,7085,85706,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2019,14330,Winter,2019,14330,126586,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2020,14671,Winter,2020,14671,218382,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2021,28462,Winter,2021,28462,163027,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cleary Lake,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2022,3009,Winter,2022,3009,3009,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2018,24404,Fall,2018,24404,103989,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2019,39696,Fall,2019,39696,250285,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2020,45992,Fall,2020,45992,265829,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2021,44972,Fall,2021,44972,273375,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2018,19393,Spring,2018,19393,103989,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2019,51665,Spring,2019,51665,250285,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2020,57575,Spring,2020,57575,265829,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2021,63810,Spring,2021,63810,273375,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2018,50664,Summer,2018,50664,103989,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2019,134989,Summer,2019,134989,250285,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2020,133868,Summer,2020,133868,265829,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2021,116001,Summer,2021,116001,273375,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2018,9528,Winter,2018,9528,103989,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2019,23935,Winter,2019,23935,250285,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2020,28394,Winter,2020,28394,265829,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2021,48592,Winter,2021,48592,273375,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Clifton E French,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2022,6765,Winter,2022,6765,6765,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,4634,Fall,2018,4634,33457,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,12566,Fall,2019,12566,46277,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,15801,Fall,2020,15801,80077,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,11341,Fall,2021,11341,72984,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,7372,Spring,2018,7372,33457,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,4205,Spring,2019,4205,46277,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,8889,Spring,2020,8889,80077,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,12962,Spring,2021,12962,72984,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,18887,Summer,2018,18887,33457,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,26362,Summer,2019,26362,46277,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,49759,Summer,2020,49759,80077,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,40517,Summer,2021,40517,72984,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,2564,Winter,2018,2564,33457,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,3144,Winter,2019,3144,46277,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,5628,Winter,2020,5628,80077,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,8164,Winter,2021,8164,72984,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Cohasset Tioga Recreation Area,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,2603,Winter,2022,2603,2603,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2018,4747,Fall,2018,4747,23526,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2019,4124,Fall,2019,4124,16773,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2020,4811,Fall,2020,4811,21981,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Fall-2021,5464,Fall,2021,5464,23324,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2018,4227,Spring,2018,4227,23526,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2019,1844,Spring,2019,1844,16773,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2020,2980,Spring,2020,2980,21981,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Spring-2021,4243,Spring,2021,4243,23324,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2018,12957,Summer,2018,12957,23526,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2019,9738,Summer,2019,9738,16773,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2020,13628,Summer,2020,13628,21981,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Summer-2021,12330,Summer,2021,12330,23324,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2018,1595,Winter,2018,1595,23526,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2019,1067,Winter,2019,1067,16773,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2020,562,Winter,2020,562,21981,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2021,1287,Winter,2021,1287,23324,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Collinwood Park,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE,Winter-2022,164,Winter,2022,164,164,Greater Minnesota Regional Parks & Trails,Greater MN,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Fall-2018,103221,Fall,2018,103221,690773,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Fall-2019,105965,Fall,2019,105965,704425,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Fall-2020,134953,Fall,2020,134953,589232,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Fall-2021,133099,Fall,2021,133099,806172,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Spring-2018,161510,Spring,2018,161510,690773,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Spring-2019,155759,Spring,2019,155759,704425,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Spring-2020,113440,Spring,2020,113440,589232,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Spring-2021,213427,Spring,2021,213427,806172,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Summer-2018,389462,Summer,2018,389462,690773,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Summer-2019,400523,Summer,2019,400523,704425,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Summer-2020,301243,Summer,2020,301243,589232,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Summer-2021,403301,Summer,2021,403301,806172,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Winter-2018,36580,Winter,2018,36580,690773,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Winter-2019,42178,Winter,2019,42178,704425,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Winter-2020,39596,Winter,2020,39596,589232,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Winter-2021,56345,Winter,2021,56345,806172,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE,Winter-2022,10989,Winter,2022,10989,10989,Metropolitan Regional Park System,St. Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Fall-2018,110475,Fall,2018,110475,778831,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Fall-2019,112255,Fall,2019,112255,812983,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Fall-2020,78299,Fall,2020,78299,314411,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Fall-2021,92454,Fall,2021,92454,626598,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Spring-2018,225003,Spring,2018,225003,778831,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Spring-2019,215549,Spring,2019,215549,812983,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Spring-2020,44955,Spring,2020,44955,314411,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Spring-2021,147203,Spring,2021,147203,626598,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Summer-2018,339678,Summer,2018,339678,778831,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Summer-2019,385732,Summer,2019,385732,812983,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Summer-2020,90909,Summer,2020,90909,314411,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Summer-2021,352491,Summer,2021,352491,626598,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Winter-2018,103675,Winter,2018,103675,778831,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Winter-2019,99447,Winter,2019,99447,812983,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Winter-2020,100248,Winter,2020,100248,314411,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Winter-2021,34450,Winter,2021,34450,626598,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Como Zoo and Conservatory,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE,Winter-2022,18118,Winter,2022,18118,18118,Metropolitan Regional Park System,St Paul Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Fall-2018,19080,Fall,2018,19080,109015,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Fall-2019,22614,Fall,2019,22614,134945,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Fall-2020,32147,Fall,2020,32147,212646,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Fall-2021,26368,Fall,2021,26368,169620,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Spring-2018,27521,Spring,2018,27521,109015,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Spring-2019,37537,Spring,2019,37537,134945,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
Coon Rapids Dam,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE,Spring-2020,73835,Spring,2020,73835,212646,Metropolitan Regional Park System,Anoka County Parks and Recreation,Regional Park,TRUE
